State,Transaction_Year,Quarter,District,RegisteredUsers,latitude,longitude
jammu-&-kashmir,2022,2,doda district,37779,33.778175,76.576171
jammu-&-kashmir,2022,2,samba district,74186,33.778175,76.576171
jammu-&-kashmir,2022,2,mirpur district,7601,33.778175,76.576171
jammu-&-kashmir,2022,2,srinagar district,146169,33.778175,76.576171
jammu-&-kashmir,2022,2,baramulla district,126067,33.778175,76.576171
jammu-&-kashmir,2022,2,jammu district,423398,33.778175,76.576171
jammu-&-kashmir,2022,2,ganderbal district,31111,33.778175,76.576171
jammu-&-kashmir,2022,2,udhampur district,82705,33.778175,76.576171
jammu-&-kashmir,2022,2,bandipore district,34244,33.778175,76.576171
jammu-&-kashmir,2022,2,reasi district,39173,33.778175,76.576171
jammu-&-kashmir,2022,2,shopian district,23465,33.778175,76.576171
jammu-&-kashmir,2022,2,poonch district,40606,33.778175,76.576171
jammu-&-kashmir,2022,2,kathua district,88764,33.778175,76.576171
jammu-&-kashmir,2022,2,kishtwar district,17326,33.778175,76.576171
jammu-&-kashmir,2022,2,pulwama district,64808,33.778175,76.576171
jammu-&-kashmir,2022,2,ramban district,24052,33.778175,76.576171
jammu-&-kashmir,2022,2,rajouri district,66893,33.778175,76.576171
jammu-&-kashmir,2022,2,kulgam district,44393,33.778175,76.576171
jammu-&-kashmir,2022,2,budgam district,93893,33.778175,76.576171
jammu-&-kashmir,2022,2,anantnag district,84898,33.778175,76.576171
jammu-&-kashmir,2022,2,kupwara district,83470,33.778175,76.576171
jammu-&-kashmir,2022,3,muzaffarabad district,592,33.778175,76.576171
jammu-&-kashmir,2022,3,doda district,39659,33.778175,76.576171
jammu-&-kashmir,2022,3,samba district,78092,33.778175,76.576171
jammu-&-kashmir,2022,3,mirpur district,7926,33.778175,76.576171
jammu-&-kashmir,2022,3,srinagar district,153729,33.778175,76.576171
jammu-&-kashmir,2022,3,baramulla district,132526,33.778175,76.576171
jammu-&-kashmir,2022,3,jammu district,445345,33.778175,76.576171
jammu-&-kashmir,2022,3,ganderbal district,32688,33.778175,76.576171
jammu-&-kashmir,2022,3,udhampur district,86915,33.778175,76.576171
jammu-&-kashmir,2022,3,bandipore district,36029,33.778175,76.576171
jammu-&-kashmir,2022,3,reasi district,41108,33.778175,76.576171
jammu-&-kashmir,2022,3,shopian district,24676,33.778175,76.576171
jammu-&-kashmir,2022,3,poonch district,42653,33.778175,76.576171
jammu-&-kashmir,2022,3,kathua district,93084,33.778175,76.576171
jammu-&-kashmir,2022,3,kishtwar district,18168,33.778175,76.576171
jammu-&-kashmir,2022,3,pulwama district,68004,33.778175,76.576171
jammu-&-kashmir,2022,3,ramban district,25296,33.778175,76.576171
jammu-&-kashmir,2022,3,rajouri district,70231,33.778175,76.576171
jammu-&-kashmir,2022,3,kulgam district,46715,33.778175,76.576171
jammu-&-kashmir,2022,3,budgam district,98698,33.778175,76.576171
jammu-&-kashmir,2022,3,anantnag district,89184,33.778175,76.576171
jammu-&-kashmir,2022,3,kupwara district,87867,33.778175,76.576171
jammu-&-kashmir,2022,4,muzaffarabad district,598,33.778175,76.576171
jammu-&-kashmir,2022,4,doda district,41227,33.778175,76.576171
jammu-&-kashmir,2022,4,samba district,81447,33.778175,76.576171
jammu-&-kashmir,2022,4,mirpur district,8110,33.778175,76.576171
jammu-&-kashmir,2022,4,srinagar district,160924,33.778175,76.576171
jammu-&-kashmir,2022,4,baramulla district,138215,33.778175,76.576171
jammu-&-kashmir,2022,4,jammu district,465635,33.778175,76.576171
jammu-&-kashmir,2022,4,ganderbal district,34020,33.778175,76.576171
jammu-&-kashmir,2022,4,udhampur district,90677,33.778175,76.576171
jammu-&-kashmir,2022,4,bandipore district,37554,33.778175,76.576171
jammu-&-kashmir,2022,4,reasi district,42686,33.778175,76.576171
jammu-&-kashmir,2022,4,shopian district,25639,33.778175,76.576171
jammu-&-kashmir,2022,4,poonch district,44253,33.778175,76.576171
jammu-&-kashmir,2022,4,kathua district,96688,33.778175,76.576171
jammu-&-kashmir,2022,4,kishtwar district,18904,33.778175,76.576171
jammu-&-kashmir,2022,4,pulwama district,70875,33.778175,76.576171
jammu-&-kashmir,2022,4,ramban district,26335,33.778175,76.576171
jammu-&-kashmir,2022,4,rajouri district,72921,33.778175,76.576171
jammu-&-kashmir,2022,4,kulgam district,48872,33.778175,76.576171
jammu-&-kashmir,2022,4,budgam district,103056,33.778175,76.576171
jammu-&-kashmir,2022,4,anantnag district,93107,33.778175,76.576171
jammu-&-kashmir,2022,4,kupwara district,91691,33.778175,76.576171
jharkhand,2018,1,ramgarh district,37875,22.432693,84.726332
jharkhand,2018,1,ranchi district,159444,22.432693,84.726332
jharkhand,2018,1,east singhbhum district,103016,22.432693,84.726332
jharkhand,2018,1,jamtara district,10659,22.432693,84.726332
jharkhand,2018,1,dumka district,16027,22.432693,84.726332
jharkhand,2018,1,koderma district,21423,22.432693,84.726332
jharkhand,2018,1,hazaribagh district,56421,22.432693,84.726332
jharkhand,2018,1,simdega district,2983,22.432693,84.726332
jharkhand,2018,1,garhwa district,14981,22.432693,84.726332
jharkhand,2018,1,saraikela kharsawan district,31177,22.432693,84.726332
jharkhand,2018,1,gumla district,6616,22.432693,84.726332
jharkhand,2018,1,chatra district,11805,22.432693,84.726332
jharkhand,2018,1,khunti district,4037,22.432693,84.726332
jharkhand,2018,1,dhanbad district,130195,22.432693,84.726332
jharkhand,2018,1,godda district,16608,22.432693,84.726332
jharkhand,2018,1,deoghar district,35229,22.432693,84.726332
jharkhand,2018,1,palamu district,31788,22.432693,84.726332
jharkhand,2018,1,latehar district,7580,22.432693,84.726332
jharkhand,2018,1,west singhbhum district,15529,22.432693,84.726332
jharkhand,2018,1,pakur district,6846,22.432693,84.726332
jharkhand,2018,1,lohardaga district,5431,22.432693,84.726332
jharkhand,2018,1,sahebganj district,12479,22.432693,84.726332
jharkhand,2018,1,giridih district,45940,22.432693,84.726332
jharkhand,2018,1,bokaro district,101673,22.432693,84.726332
jharkhand,2018,2,ramgarh district,51846,22.432693,84.726332
jharkhand,2018,2,ranchi district,216019,22.432693,84.726332
jharkhand,2018,2,east singhbhum district,142493,22.432693,84.726332
jharkhand,2018,2,jamtara district,15754,22.432693,84.726332
jharkhand,2018,2,dumka district,22385,22.432693,84.726332
jharkhand,2018,2,koderma district,28998,22.432693,84.726332
jharkhand,2018,2,hazaribagh district,78856,22.432693,84.726332
jharkhand,2018,2,simdega district,4315,22.432693,84.726332
jharkhand,2018,2,garhwa district,22429,22.432693,84.726332
jharkhand,2018,2,saraikela kharsawan district,43186,22.432693,84.726332
jharkhand,2018,2,gumla district,9302,22.432693,84.726332
jharkhand,2018,2,chatra district,17229,22.432693,84.726332
jharkhand,2018,2,khunti district,5835,22.432693,84.726332
jharkhand,2018,2,dhanbad district,181348,22.432693,84.726332
jharkhand,2018,2,godda district,23746,22.432693,84.726332
jharkhand,2018,2,deoghar district,50575,22.432693,84.726332
jharkhand,2018,2,palamu district,45659,22.432693,84.726332
jharkhand,2018,2,latehar district,11032,22.432693,84.726332
jharkhand,2018,2,west singhbhum district,22297,22.432693,84.726332
jharkhand,2018,2,pakur district,9475,22.432693,84.726332
jharkhand,2018,2,lohardaga district,7702,22.432693,84.726332
jharkhand,2018,2,sahebganj district,17195,22.432693,84.726332
jharkhand,2018,2,giridih district,63248,22.432693,84.726332
jharkhand,2018,2,bokaro district,139675,22.432693,84.726332
jharkhand,2018,3,ramgarh district,63704,22.432693,84.726332
jharkhand,2018,3,ranchi district,265341,22.432693,84.726332
jharkhand,2018,3,east singhbhum district,176668,22.432693,84.726332
jharkhand,2018,3,jamtara district,20471,22.432693,84.726332
jharkhand,2018,3,dumka district,28400,22.432693,84.726332
jharkhand,2018,3,koderma district,36314,22.432693,84.726332
jharkhand,2018,3,hazaribagh district,99502,22.432693,84.726332
jharkhand,2018,3,simdega district,5759,22.432693,84.726332
jharkhand,2018,3,garhwa district,30199,22.432693,84.726332
jharkhand,2018,3,saraikela kharsawan district,54706,22.432693,84.726332
jharkhand,2018,3,gumla district,12095,22.432693,84.726332
jharkhand,2018,3,chatra district,22931,22.432693,84.726332
jharkhand,2018,3,khunti district,8026,22.432693,84.726332
jharkhand,2018,3,dhanbad district,219103,22.432693,84.726332
jharkhand,2018,3,godda district,30225,22.432693,84.726332
jharkhand,2018,3,deoghar district,63814,22.432693,84.726332
jharkhand,2018,3,palamu district,59382,22.432693,84.726332
jharkhand,2018,3,latehar district,14871,22.432693,84.726332
jharkhand,2018,3,west singhbhum district,29036,22.432693,84.726332
jharkhand,2018,3,pakur district,12107,22.432693,84.726332
jharkhand,2018,3,lohardaga district,10207,22.432693,84.726332
jharkhand,2018,3,sahebganj district,21878,22.432693,84.726332
jharkhand,2018,3,giridih district,80440,22.432693,84.726332
jharkhand,2018,3,bokaro district,167183,22.432693,84.726332
jharkhand,2018,4,ramgarh district,78772,22.432693,84.726332
jharkhand,2018,4,ranchi district,326599,22.432693,84.726332
jharkhand,2018,4,east singhbhum district,217406,22.432693,84.726332
jharkhand,2018,4,jamtara district,26309,22.432693,84.726332
jharkhand,2018,4,dumka district,36099,22.432693,84.726332
jharkhand,2018,4,koderma district,45333,22.432693,84.726332
jharkhand,2018,4,hazaribagh district,126167,22.432693,84.726332
jharkhand,2018,4,simdega district,7712,22.432693,84.726332
jharkhand,2018,4,garhwa district,40041,22.432693,84.726332
jharkhand,2018,4,saraikela kharsawan district,68611,22.432693,84.726332
jharkhand,2018,4,gumla district,15753,22.432693,84.726332
jharkhand,2018,4,chatra district,30596,22.432693,84.726332
jharkhand,2018,4,khunti district,10206,22.432693,84.726332
jharkhand,2018,4,dhanbad district,268439,22.432693,84.726332
jharkhand,2018,4,godda district,38887,22.432693,84.726332
jharkhand,2018,4,deoghar district,80669,22.432693,84.726332
jharkhand,2018,4,palamu district,77478,22.432693,84.726332
jharkhand,2018,4,latehar district,19320,22.432693,84.726332
jharkhand,2018,4,west singhbhum district,37405,22.432693,84.726332
jharkhand,2018,4,pakur district,15419,22.432693,84.726332
jharkhand,2018,4,lohardaga district,13230,22.432693,84.726332
jharkhand,2018,4,sahebganj district,28138,22.432693,84.726332
jharkhand,2018,4,giridih district,103118,22.432693,84.726332
jharkhand,2018,4,bokaro district,202242,22.432693,84.726332
jharkhand,2019,1,ramgarh district,93606,22.432693,84.726332
jharkhand,2019,1,ranchi district,386608,22.432693,84.726332
jharkhand,2019,1,east singhbhum district,256344,22.432693,84.726332
jharkhand,2019,1,jamtara district,31881,22.432693,84.726332
jharkhand,2019,1,dumka district,43171,22.432693,84.726332
jharkhand,2019,1,koderma district,54059,22.432693,84.726332
jharkhand,2019,1,hazaribagh district,151904,22.432693,84.726332
jharkhand,2019,1,simdega district,9604,22.432693,84.726332
jharkhand,2019,1,garhwa district,49830,22.432693,84.726332
jharkhand,2019,1,saraikela kharsawan district,81052,22.432693,84.726332
jharkhand,2019,1,gumla district,19367,22.432693,84.726332
jharkhand,2019,1,chatra district,38103,22.432693,84.726332
jharkhand,2019,1,khunti district,12464,22.432693,84.726332
jharkhand,2019,1,dhanbad district,313255,22.432693,84.726332
jharkhand,2019,1,godda district,47481,22.432693,84.726332
jharkhand,2019,1,deoghar district,97449,22.432693,84.726332
jharkhand,2019,1,palamu district,94917,22.432693,84.726332
jharkhand,2019,1,latehar district,23885,22.432693,84.726332
jharkhand,2019,1,west singhbhum district,45300,22.432693,84.726332
jharkhand,2019,1,pakur district,19057,22.432693,84.726332
jharkhand,2019,1,lohardaga district,16058,22.432693,84.726332
jharkhand,2019,1,sahebganj district,34076,22.432693,84.726332
jharkhand,2019,1,giridih district,123889,22.432693,84.726332
jharkhand,2019,1,bokaro district,235969,22.432693,84.726332
jharkhand,2019,2,ramgarh district,106681,22.432693,84.726332
jharkhand,2019,2,ranchi district,441616,22.432693,84.726332
jharkhand,2019,2,east singhbhum district,293761,22.432693,84.726332
jharkhand,2019,2,jamtara district,38190,22.432693,84.726332
jharkhand,2019,2,dumka district,49461,22.432693,84.726332
jharkhand,2019,2,koderma district,61305,22.432693,84.726332
jharkhand,2019,2,hazaribagh district,174278,22.432693,84.726332
jharkhand,2019,2,simdega district,11491,22.432693,84.726332
jharkhand,2019,2,garhwa district,58146,22.432693,84.726332
jharkhand,2019,2,saraikela kharsawan district,91579,22.432693,84.726332
jharkhand,2019,2,gumla district,22928,22.432693,84.726332
jharkhand,2019,2,chatra district,44677,22.432693,84.726332
jharkhand,2019,2,khunti district,14727,22.432693,84.726332
jharkhand,2019,2,dhanbad district,350861,22.432693,84.726332
jharkhand,2019,2,godda district,54586,22.432693,84.726332
jharkhand,2019,2,deoghar district,115129,22.432693,84.726332
jharkhand,2019,2,palamu district,109508,22.432693,84.726332
jharkhand,2019,2,latehar district,28215,22.432693,84.726332
jharkhand,2019,2,west singhbhum district,53382,22.432693,84.726332
jharkhand,2019,2,pakur district,22184,22.432693,84.726332
jharkhand,2019,2,lohardaga district,18787,22.432693,84.726332
jharkhand,2019,2,sahebganj district,39201,22.432693,84.726332
jharkhand,2019,2,giridih district,140800,22.432693,84.726332
jharkhand,2019,2,bokaro district,263361,22.432693,84.726332
jharkhand,2019,3,ramgarh district,119804,22.432693,84.726332
jharkhand,2019,3,ranchi district,495155,22.432693,84.726332
jharkhand,2019,3,east singhbhum district,329319,22.432693,84.726332
jharkhand,2019,3,jamtara district,44605,22.432693,84.726332
jharkhand,2019,3,dumka district,54795,22.432693,84.726332
jharkhand,2019,3,koderma district,67920,22.432693,84.726332
jharkhand,2019,3,hazaribagh district,196452,22.432693,84.726332
jharkhand,2019,3,simdega district,12955,22.432693,84.726332
jharkhand,2019,3,garhwa district,65981,22.432693,84.726332
jharkhand,2019,3,saraikela kharsawan district,101247,22.432693,84.726332
jharkhand,2019,3,gumla district,26048,22.432693,84.726332
jharkhand,2019,3,chatra district,50825,22.432693,84.726332
jharkhand,2019,3,khunti district,16486,22.432693,84.726332
jharkhand,2019,3,dhanbad district,388528,22.432693,84.726332
jharkhand,2019,3,godda district,60653,22.432693,84.726332
jharkhand,2019,3,deoghar district,132603,22.432693,84.726332
jharkhand,2019,3,palamu district,123609,22.432693,84.726332
jharkhand,2019,3,latehar district,32061,22.432693,84.726332
jharkhand,2019,3,west singhbhum district,60358,22.432693,84.726332
jharkhand,2019,3,pakur district,25013,22.432693,84.726332
jharkhand,2019,3,lohardaga district,21242,22.432693,84.726332
jharkhand,2019,3,sahebganj district,43911,22.432693,84.726332
jharkhand,2019,3,giridih district,155689,22.432693,84.726332
jharkhand,2019,3,bokaro district,290252,22.432693,84.726332
jharkhand,2019,4,ramgarh district,134423,22.432693,84.726332
jharkhand,2019,4,ranchi district,548293,22.432693,84.726332
jharkhand,2019,4,east singhbhum district,364379,22.432693,84.726332
jharkhand,2019,4,jamtara district,53422,22.432693,84.726332
jharkhand,2019,4,dumka district,62129,22.432693,84.726332
jharkhand,2019,4,koderma district,75718,22.432693,84.726332
jharkhand,2019,4,hazaribagh district,222038,22.432693,84.726332
jharkhand,2019,4,simdega district,15055,22.432693,84.726332
jharkhand,2019,4,garhwa district,76320,22.432693,84.726332
jharkhand,2019,4,saraikela kharsawan district,112827,22.432693,84.726332
jharkhand,2019,4,gumla district,30074,22.432693,84.726332
jharkhand,2019,4,chatra district,58784,22.432693,84.726332
jharkhand,2019,4,khunti district,18867,22.432693,84.726332
jharkhand,2019,4,dhanbad district,436201,22.432693,84.726332
jharkhand,2019,4,godda district,68844,22.432693,84.726332
jharkhand,2019,4,deoghar district,155132,22.432693,84.726332
jharkhand,2019,4,palamu district,141817,22.432693,84.726332
jharkhand,2019,4,latehar district,37036,22.432693,84.726332
jharkhand,2019,4,west singhbhum district,68537,22.432693,84.726332
jharkhand,2019,4,pakur district,28972,22.432693,84.726332
jharkhand,2019,4,lohardaga district,24330,22.432693,84.726332
jharkhand,2019,4,sahebganj district,49836,22.432693,84.726332
jharkhand,2019,4,giridih district,175648,22.432693,84.726332
jharkhand,2019,4,bokaro district,322689,22.432693,84.726332
jharkhand,2020,1,ramgarh district,149467,22.432693,84.726332
jharkhand,2020,1,ranchi district,602664,22.432693,84.726332
jharkhand,2020,1,east singhbhum district,398663,22.432693,84.726332
jharkhand,2020,1,jamtara district,62283,22.432693,84.726332
jharkhand,2020,1,dumka district,69852,22.432693,84.726332
jharkhand,2020,1,koderma district,84331,22.432693,84.726332
jharkhand,2020,1,hazaribagh district,248710,22.432693,84.726332
jharkhand,2020,1,simdega district,17525,22.432693,84.726332
jharkhand,2020,1,garhwa district,87607,22.432693,84.726332
jharkhand,2020,1,saraikela kharsawan district,124479,22.432693,84.726332
jharkhand,2020,1,gumla district,34702,22.432693,84.726332
jharkhand,2020,1,chatra district,67305,22.432693,84.726332
jharkhand,2020,1,khunti district,21442,22.432693,84.726332
jharkhand,2020,1,dhanbad district,479075,22.432693,84.726332
jharkhand,2020,1,godda district,77305,22.432693,84.726332
jharkhand,2020,1,deoghar district,179746,22.432693,84.726332
jharkhand,2020,1,palamu district,161215,22.432693,84.726332
jharkhand,2020,1,latehar district,42321,22.432693,84.726332
jharkhand,2020,1,west singhbhum district,77335,22.432693,84.726332
jharkhand,2020,1,pakur district,33331,22.432693,84.726332
jharkhand,2020,1,lohardaga district,27627,22.432693,84.726332
jharkhand,2020,1,sahebganj district,56249,22.432693,84.726332
jharkhand,2020,1,giridih district,195939,22.432693,84.726332
jharkhand,2020,1,bokaro district,352220,22.432693,84.726332
jharkhand,2020,2,ramgarh district,165378,22.432693,84.726332
jharkhand,2020,2,ranchi district,658759,22.432693,84.726332
jharkhand,2020,2,east singhbhum district,434360,22.432693,84.726332
jharkhand,2020,2,jamtara district,73046,22.432693,84.726332
jharkhand,2020,2,dumka district,80010,22.432693,84.726332
